         1331522 function calls (1305160 primitive calls) in 1.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/rootoftools.py:152(RootOf)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/series/formal.py:1613(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/single.py:1046(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/series.py:1742(Line3DBaseSeries)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/functions.py:1240(RoundToInt)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/exc.py:41(MissingOperatorWithoutDecomp)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/bytecode_transformation.py:42(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:208(WeakRefCallSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/guards.py:3060(ShapeCodeParts)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:277(TypeDictSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:328(CodeSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:559(AttrProxySource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:527(DelayGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:991(AutogradEngineVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:1755(RandomClassVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/api.py:276(StateDictConfig)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharding_spec/api.py:140(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharding_plan/api.py:10(ShardingPlan)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/nn/api/remote_module.py:597(RemoteModule)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_state.py:39(FSDPStateContext)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_dynamo_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_higher_order_ops/triton_kernel_wrap.py:740(MemoizeWithCycleCheck)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/user_defined.py:848(UserDefinedExceptionClassVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/functional_utils.py:375(ViewMetaSequence)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:1062(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/schemas.py:1269(JointTraceFn)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/ctx_manager.py:1432(ErrorOnGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/polyfills/builtins.py:63(_CallableIterator)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tempfile.py:85(_infer_return_type)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/logging/__init__.py:1354(disable)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/numpy/_core/fromnumeric.py:2472(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:2695(final)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/convert_frame.py:884(CaptureOutput)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/exc.py:234(UserError)
        5    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/libmpf.py:49(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/fx/experimental/symbolic_shapes.py:2302(_SymbolInfo)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_mp_python.py:33(mpnumeric)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/facts.py:286(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/containers.py:379(TupleKind)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/relational.py:891(_Less)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/logic/boolalg.py:1137(Nor)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/ntheory/qs.py:9(SievePolynomial)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/combinatorial/numbers.py:2144(totient)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/combinatorial/numbers.py:2252(primepi)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/polynomials.py:687(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/spherical_harmonics.py:267(Znm)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/mathieu_functions.py:148(mathieusprime)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/series/series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/integrals/transforms.py:40(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/integrals/transforms.py:1165(SineTransform)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/diophantine/diophantine.py:1029(GeneralPythagorean)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/diophantine/diophantine.py:224(Univariate)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/single.py:646(AlmostLinear)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/single.py:1748(LinearCoefficients)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/geometry/line.py:2504(Line3D)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/series.py:1755(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/series.py:28(IntervalMathPrinter)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/functions.py:1225(TruncToInt)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/functions.py:1270(RoundDecimal)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/_funcs.py:54(IndexExpression)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3674(SkipResult)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/wintypes.py:141(MSG)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/config.py:819(_collective)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/utils.py:1466(FakeIndentedBuffer)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/utils.py:3653(CUDAGraphWrapper)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/device_interface.py:455(CpuDeviceProperties)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/cudagraph_utils.py:30(FunctionID)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/bytecode_analysis.py:152(ReadsWrites)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/base.py:157(AttributeMutationExisting)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_device.py:61(DeviceContext)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:778(ListGetItemSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:342(ClosureSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:833(NamedTupleFieldsSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:879(OptimizerSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:999(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:957(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:735(DictSubclassGetItemSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/types.py:51(GuardFn)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:1024(FloatTensorSource)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:1506(NullVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:1034(FunctionDecoratedByContextlibContextManagerVariable)
