         1331522 function calls (1305160 primitive calls) in 1.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/fx/passes/graph_transform_observer.py:20(GraphTransformObserver)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/cpu_vec_isa.py:334(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/builder.py:3571(SourcelessBuilder)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_flat_param.py:202(FlatParameter)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/optimizer.py:84(OptimizerVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/exporter/_onnx_program.py:203(ONNXProgram)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       21    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_environment.py:1(is_fbcode)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:4083(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/series.py:1978(ParametricSurfaceSeries)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/macholib/framework.py:19(framework_info)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/utils/_expanded_weights/expanded_weights_impl.py:104(ExpandedWeight)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/external_utils.py:151(FakeCompiledAutogradEngine)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/schemas.py:784(GraphSignature)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/ctx_manager.py:783(DeterministicAlgorithmsVariable)
       21    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/symbolic_opset9.py:308(_export)
        1    0.000    0.000    0.000    0.000 <string>:2(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/dispatcher.py:366(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/function.py:1941(Lambda)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:674(erf2)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/geometry/parabola.py:20(Parabola)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/functions.py:184(FloorDiv)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/config.py:57(prologue_fusion_enabled)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/analysis/device_info.py:11(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/guards.py:3271(CheckFunctionManager)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/replay_record.py:29(ModuleRecord)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/polyfills/_collections.py:21(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/registration.py:197(SymbolicRegistry)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ast.py:80(_convert)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/unittest/mock.py:1677(_get_target)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/integers.py:21(RoundFunction)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:1092(Ei)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/geometry/point.py:1073(Point3D)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/interactive/traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/_dtypes.py:275(DType)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:74(SuperVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/api.py:77(ShardedTensorBase)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_op_schema.py:286(__annotate__)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py:102(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/parallel/style.py:596(PrepareModuleOutput)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/tensor.py:1646(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/operators.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/dataclasses.py:1396(is_dataclass)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_export/wrappers.py:185(mark_subclass_constructor_exportable_experimental)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/calculus/quadrature.py:5(QuadratureRule)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/function.py:2101(Subs)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/compositedomain.py:9(CompositeDomain)
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/ntheory/generate.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/complexes.py:446(Abs)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/geometry/point.py:860(Point2D)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:1749(CollectiveFunctionRewriteVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_common.py:38(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/output_graph.py:367(__annotate__)
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_decomp/__init__.py:177(register_decomposition)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_compiler.py:421(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/weakref.py:397(popitem)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/symbolic_convert.py:229(SpeculationEntry)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/rational.py:24(mpq)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/containers.py:23(Tuple)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/traversal.py:68(preorder_traversal)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/source.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/pythonintegerring.py:13(PythonIntegerRing)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/pycode.py:552(PythonCodePrinter)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/hyperbolic.py:996(ReciprocalHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:1964(Ci)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/bessel.py:36(BesselBase)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/bessel.py:607(besselk)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/numberfields/primes.py:41(PrimeIdeal)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/special.py:104(Identity)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/blockmatrix.py:560(BlockDiagMatrix)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/kronecker.py:86(KroneckerProduct)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/output_graph.py:305(OutputGraphGuardsState)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/statistics.py:810(normal_kernel)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/pgo.py:167(CodeState)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/dicts.py:1303(DictKeysVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/dicts.py:908(SetVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/registration.py:59(OverrideDict)
       16    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_config_module.py:413(_get_alias_module_and_name)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/sympify.py:28(__init__)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/facts.py:305(rules_beta)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/expressiondomain.py:21(Expression)
        6    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/printer.py:422(print_function)
        6    0.000    0.000    0.000    0.000 {built-in method math.frexp}
        6    0.000    0.000    0.000    0.000 {method 'co_positions' of 'code' objects}
        5    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/rpc/internal.py:50(_register_reducer)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/exceptions.py:11(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:3888(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/integrals/transforms.py:60(IntegralTransform)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:2151(DynamoTritonHOPifier)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_higher_order_ops/triton_kernel_wrap.py:212(Op)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_higher_order_ops/triton_kernel_wrap.py:744(__init__)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/_layout.py:269(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/logic/boolalg.py:856(Not)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/assumptions/assume.py:224(Predicate)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/polyclasses.py:1241(_new)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/sets/fancysets.py:1110(ComplexRegion)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/special.py:213(OneMatrix)
       12    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/matexpr.py:21(_sympifyit)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/builder.py:319(GraphArg)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:1895(FunctoolsPartialVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/ctx_manager.py:491(VmapIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/ops/_symbolic_impl.py:31(__annotate__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/_py_warnings.py:111(_get_filters)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/compiler/_cache.py:106(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/combinatorial/factorials.py:828(binomial)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/fx/experimental/recording.py:361(FakeTensorMeta)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/mutation_guard.py:30(MutationTracker)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/shard.py:8(Shard)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/output_graph.py:349(__annotate__)
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/symbolic_convert.py:4550(InliningGeneratorInstructionTranslator)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/libmpi.py:96(mpi_neg)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/lambdify.py:1123(_EvaluatorPrinter)
        5    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/expr.py:185(_hashable_content)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/containers.py:219(Dict)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/logic/boolalg.py:483(BooleanFunction)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/hyper.py:866(HyperRep_power1)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/hyper.py:978(HyperRep_asin2)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/sets/sets.py:1726(Complement)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/rootoftools.py:38(_pure_key_dict)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/numberfields/modules.py:698(PowerBasis)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/numberfields/galois_resolvents.py:47(Resolvent)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/agca/extensions.py:219(MonogenicFiniteExtension)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/slice.py:31(MatrixSlice)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/matexpr.py:597(MatrixElement)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/strategies/core.py:16(exhaust)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/single.py:1297(SeparableReduced)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/types.py:73(ConvertFrameReturn)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:1454(SkipFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/placement_types.py:367(_StridedShard)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharding_spec/api.py:125(custom_sharding_spec_op)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_op_schema.py:189(OpStrategy)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/lists.py:265(RangeVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_higher_order_ops/triton_kernel_wrap.py:147(KernelSideTable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/ctx_manager.py:421(GradIncrementNestingCtxManagerVariable)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/math2.py:53(_mathfun_n)
        7    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/memoization.py:4(recurrence_memo)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/bytecode_analysis.py:201(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/logic.py:221(Logic)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:2839(One)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:3465(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:3602(Exp1)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/bessel.py:106(besselj)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:329(BaseUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_ops/_embedding_ops.py:31(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/user_defined.py:2073(UserDefinedListVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/torch.py:238(BaseTorchVariable)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/numpy/ma/core.py:1411(getmask)
        9    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/timeutils.py:54(decorator)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/logic/boolalg.py:230(BooleanAtom)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/complexes.py:20(re)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/gamma_functions.py:34(gamma)
